X,Y,y1,y2,y3,y4,y5,y6,y7,y8
2891.14,19623.4,2893.06,20428.7,2894.97,20844.1,2896.88,21279,2898.8,21725.1
2900.71,21529.8,2902.62,21737.8,2904.54,21536.2,2906.45,21497.3,,
2908.36,21696.1,2910.28,21638.3,2912.19,21891.5,2914.1,21876.5,2916.02,22021.4
2917.93,22390,2919.84,22548.1,2921.76,22909.5,2923.67,23060.5,2925.58,23240.2
2927.5,23124.3,2929.41,22756.7,2931.33,22512.6,2933.24,21739.4,2935.15,20909.7
2937.07,20428.7,2938.98,19396.3,2940.89,18754,2942.81,17869.4,2944.72,17093.9
2946.63,16503.6,2948.55,15646.7,2950.46,15172,2952.37,14689.7,2954.29,14296.9
2956.2,13967.8,2958.11,13517.7,2960.03,13303.7,2961.94,12927.7,2963.85,12544.8
2965.77,12108.1,2967.68,11494.4,2969.59,11032.7,2971.51,10467,2973.42,9972.28
2975.33,9526.58,2977.25,8939.58,2979.16,8574.58,2981.07,8118.98,,
2982.99,7798.69,2984.9,7404.97,2986.81,6998.53,2988.73,6710.17,2990.64,6473.87
2992.55,6276.36,2994.47,6034.13,2996.38,5780.35,2998.29,5611.89,,
3000.21,5467.92,3002.12,5250.71,3004.03,5118.81,3005.95,4985.61,3007.86,4872.7
3009.77,4748.7,3011.69,4640.37,3013.6,4606.52,3015.51,4518.07,3017.43,4460.06
3019.34,4359.37,3021.25,4310.02,3023.17,4266.79,3025.08,4219.99,,
3026.99,4212.73,3028.91,4146.14,3030.82,4106,3032.73,4091.62,3034.65,4002.15
3036.56,4101.92,3038.47,4076.55,3040.39,4055.87,3042.3,4028.06,3044.21,3995.48
3046.13,4027.07,3048.04,4007.2,3049.95,3973.28,3051.87,3987.21,3053.78,3940.73
3055.69,3960.37,3057.61,3969.7,3059.52,3955.37,3061.44,3914.55,3063.35,3948.51
3065.26,3941.74,3067.18,3979.09,3069.09,3963.33,3071,3985.87,3072.92,3988.1
3074.83,4000.04,3076.74,4051.33,3078.66,4028.06,3080.57,4077.78,,
3082.48,4101.38,3084.4,4098.45,3086.31,4137.71,3088.22,4126.48,3090.14,4100.82
3092.05,4110.91,3093.96,4119.38,3095.88,4095.94,3097.79,4183.99,3099.7,4185.07
3101.62,4179.4,3103.53,4167.24,3105.44,4126.48,3107.36,4184.73,3109.27,4220.75
3111.18,4181.91,3113.1,4228.11,3115.01,4246.04,3116.92,4237.94,3118.84,4281.49
3120.75,4272.76,3122.66,4309.04,3124.58,4295.23,3126.49,4337.88,3128.4,4385.16
3130.32,4396.49,3132.23,4458.3,3134.14,4482.52,3136.06,4516.67,3137.97,4616.78
3139.88,4600.3,3141.8,4644.03,3143.71,4698.67,3145.62,4732.07,3147.54,4803.02
3149.45,4847.2,3151.36,4923.72,3153.28,4998.61,3155.19,5025.18,3157.1,5150.85
3159.02,5155.73,3160.93,5263.29,3162.84,5296.47,3164.76,5357.35,,
3166.67,5424.03,3168.58,5430.78,3170.5,5541.35,3172.41,5546.69,3174.32,5586.97
3176.24,5643.43,3178.15,5758.38,3180.06,5819.35,3181.98,5886.7,3183.89,5945.64
3185.8,6022.35,3187.72,6056.14,3189.63,6209.33,3191.54,6178.45,3193.46,6283.26
3195.37,6300.49,3197.28,6330.37,3199.2,6433.21,3201.11,6414.81,3203.03,6379.86
3204.94,6518.2,3206.85,6420.61,3208.77,6545.01,3210.68,6532.41,3212.59,6538.47
3214.51,6559.05,3216.42,6488.45,3218.33,6585.44,3220.25,6519.81,,
3222.16,6506.05,3224.07,6462.41,3225.99,6408.03,3227.9,6444.91,3229.81,6384.59
3231.73,6352.5,3233.64,6365.7,3235.55,6313.96,3237.47,6381.13,3239.38,6417.15
3241.29,6417.32,3243.21,6476.05,3245.12,6470.12,3247.03,6571.56,,
3248.95,6552.36,3250.86,6594.86,3252.77,6685.83,3254.69,6666.37,3256.6,6763.11
3258.51,6733.13,3260.43,6805.93,3262.34,6816.12,3264.25,6763.59,,
3266.17,6835.06,3268.08,6796.55,3269.99,6836.29,3271.91,6852.2,3273.82,6813.65
3275.73,6798.74,3277.65,6722.93,3279.56,6738,3281.47,6826.84,3283.39,6772.27
3285.3,6711.52,3287.21,6697.97,3289.13,6700.93,3291.04,6754.86,3292.95,6688.62
3294.87,6715.65,3296.78,6689.21,3298.69,6730.18,3300.61,6734.56,,
3302.52,6698.59,3304.43,6763.85,3306.35,6805.41,3308.26,6687.09,,
3310.17,6735.61,3312.09,6717.27,3314,6771.56,3315.91,6767.76,3317.83,6761.63
3319.74,6750.07,3321.65,6744.09,3323.57,6765.5,3325.48,6768.98,3327.4,6781.01
3329.31,6774.45,3331.22,6682.1,3333.14,6667.77,3335.05,6559.61,3336.96,6573.99
3338.88,6515.26,3340.79,6414.41,3342.7,6417.39,3344.62,6330.78,3346.53,6214.02
3348.44,6172.81,3350.36,6065.75,3352.27,6110.28,3354.18,6093.82,3356.1,5972.75
3358.01,5890.17,3359.92,5774.76,3361.84,5813.19,3363.75,5714.79,,
3365.66,5648.94,3367.58,5541.99,3369.49,5438.73,3371.4,5414.72,3373.32,5386.09
3375.23,5287.79,3377.14,5211.52,3379.06,5119.48,3380.97,5121.09,,
3382.88,5079.81,3384.8,4985.41,3386.71,4951.82,3388.62,4837.83,3390.54,4797.43
3392.45,4792.58,3394.36,4743.54,3396.28,4668.3,3398.19,4551.99,3400.1,4588.93
3402.02,4524.32,3403.93,4497.86,3405.84,4465.14,3407.76,4337.2,3409.67,4379.89
3411.58,4311.7,3413.5,4267.81,3415.41,4240.32,3417.32,4187.37,3419.24,4144.36
3421.15,4133.28,3423.06,4083.45,3424.98,4045.61,3426.89,3987.77,3428.8,3919.26
3430.72,3863.66,3432.63,3806.93,3434.54,3815.32,3436.46,3771.23,3438.37,3809.1
3440.28,3811.45,3442.2,3753.27,3444.11,3735.37,3446.02,3689.22,3447.94,3664.03
3449.85,3640.32,3451.76,3632.64,3453.68,3583.25,3455.59,3555.25,3457.5,3546.3
3459.42,3497.89,3461.33,3466.7,3463.24,3414.79,3465.16,3418.47,3467.07,3376.98
3468.99,3336.91,3470.9,3305.72,3472.81,3333.69,3474.73,3258.92,3476.64,3251.67
3478.55,3195.16,3480.47,3204.44,3482.38,3195.73,3484.29,3131.83,,
3486.21,3134.12,3488.12,3097.85,3490.03,3115.85,3491.95,3033.41,,
3493.86,3007.29,3495.77,2997.57,3497.69,3008.21,3499.6,2966.37,3501.51,2917.63
3503.43,2890.14,3505.34,2844.61,3507.25,2891.57,3509.17,2821.51,,
3511.08,2858.27,3512.99,2822.2,3514.91,2816.41,3516.82,2793.63,3518.73,2766.44
3520.65,2778.48,3522.56,2741.92,3524.47,2730.04,3526.39,2705.9,3528.3,2699.4
3530.21,2708.4,3532.13,2652.63,3534.04,2650.93,3535.95,2628.96,3537.87,2601.76
3539.78,2620.81,3541.69,2596.23,3543.61,2645.04,3545.52,2610.18,,
3547.43,2580.98,3549.35,2582.5,3551.26,2535.79,3553.17,2539.34,3555.09,2532.74
3557,2593.62,3558.91,2601.82,3560.83,2514.06,3562.74,2520.35,3564.65,2508.98
3566.57,2501.88,3568.48,2520.19,3570.39,2477.33,3572.31,2488.87,,
3574.22,2498.73,3576.13,2495.82,3578.05,2481.4,3579.96,2478.76,3581.87,2481.43
3583.79,2490.79,3585.7,2432.22,3587.61,2443.92,3589.53,2437.43,3591.44,2439.16
3593.35,2422.19,3595.27,2422.01,3597.18,2408.5,3599.09,2414.18,3601.01,2426.75
3602.92,2402.76,3604.84,2401.77,3606.75,2412.01,3608.66,2417,3610.58,2413.37
3612.49,2410.08,3614.4,2417.73,3616.32,2389.2,3618.23,2401.41,3620.14,2385.92
3622.06,2406.78,3623.97,2380.56,3625.88,2360.16,3627.8,2371.6,3629.71,2352.55
3631.62,2363.23,3633.54,2336.81,3635.45,2325.98,3637.36,2325.52,,
3639.28,2316.25,3641.19,2330.92,3643.1,2332.96,3645.02,2334.36,3646.93,2315.58
3648.84,2281.79,3650.76,2315.03,3652.67,2315.9,3654.58,2307.41,3656.5,2316.56
3658.41,2280.41,3660.32,2278.8,3662.24,2295.76,3664.15,2283.9,3666.06,2267.85
3667.98,2255.12,3669.89,2270.72,3671.8,2291.79,3673.72,2261.94,3675.63,2243.44
3677.54,2272.34,3679.46,2236.88,3681.37,2251.83,3683.28,2231.7,3685.2,2212.25
3687.11,2208.99,3689.02,2210.86,3690.94,2185.38,3692.85,2219.24,,
3694.76,2194.07,3696.68,2204.77,3698.59,2198.26,3700.5,2211.1,3702.42,2203.7
3704.33,2186.26,3706.24,2171.37,3708.16,2188.37,3710.07,2175.89,,
3711.98,2205.02,3713.9,2187.71,3715.81,2186.26,3717.72,2186,3719.64,2144.42
3721.55,2148.35,3723.46,2170.88,3725.38,2163.48,3727.29,2151.71,3729.2,2121.1
3731.12,2168.31,3733.03,2147.05,3734.95,2155.14,3736.86,2161.87,,
3738.77,2129.51,3740.69,2135.31,3742.6,2145.72,3744.51,2107,3746.43,2136.07
3748.34,2122.85,3750.25,2131.05,3752.17,2105.5,3754.08,2133.87,3755.99,2121.93
3757.91,2108.94,3759.82,2096.86,3761.73,2092.06,3763.65,2103.12,,
3765.56,2114.65,3767.47,2108.11,3769.39,2095.8,3771.3,2107.34,3773.21,2082.21
3775.13,2090.18,3777.04,2052.88,3778.95,2052.85,3780.87,2071.69,,
3782.78,2090.91,3784.69,2058.73,3786.61,2084.77,3788.52,2069.41,,
3790.43,2062.25,3792.35,2042.79,3794.26,2050.79,3796.17,2037.99,,
3798.09,2088.49,3800,2024.54,,,,,,
